Number of Semantic Labels for Each Dataset


orgPainting
TRAIN
CreativeWork_author.txt,2234
Review_author.txt,9
Painting_style.txt,804
Painting_description.txt,652
Review_reviewBody.txt,9
Painting_creator.txt,333
Article_articleBody.txt,14
Review_name.txt,9
PostalAddress_addressRegion.txt,2
Painting_\"name\".txt,1
LocalBusiness_name.txt,2
Offer_priceCurrency.txt,1
Offer_availability.txt,122
Painting_provider.txt,2
Painting_about.txt,1
Review_datePublished.txt,9
CreativeWork_image.txt,2234
Painting_genre.txt,874
Product_description.txt,1
Painting_keywords.txt,605
Painting_technique.txt,546
Painting_auction.txt,2
Article_name.txt,2
Painting_thumbnailUrl.txt,313
Product_url.txt,1
Article_description.txt,2
Painting_currency.txt,12
PostalAddress_streetAddress.txt,2
Painting_contentURL.txt,85
Painting_image.txt,1516
Painting_accountablePerson.txt,2
Person_name.txt,234
Painting_copyrightHolder.txt,2
Painting_url.txt,165
Painting_name.txt,1791
Painting_question.txt,2
Painting_author.txt,1062
Painting_thumbnailURL.txt,1
Article_image.txt,52
Painting_URL.txt,8
Painting_publisher.txt,15
Offer_price.txt,354
Product_name.txt,1
Person_url.txt,34
Painting_alternativeHeadline.txt,2
Person_image.txt,2
Review_thumbnailUrl.txt,7
Painting_headline.txt,2
Article_author.txt,2
PostalAddress_addressLocality.txt,2
orgPainting
TEST
CreativeWork_author.txt,922
Review_author.txt,8
Painting_style.txt,387
Painting_description.txt,262
ArtGallery_openingHours.txt,1
Review_reviewBody.txt,8
Painting_creator.txt,125
Review_name.txt,8
Offer_priceCurrency.txt,2
Offer_availability.txt,50
ArtGallery_name.txt,1
Review_datePublished.txt,8
CreativeWork_image.txt,922
Painting_genre.txt,415
Painting_keywords.txt,293
ArtGallery_address.txt,1
ArtGallery_image.txt,1
Painting_technique.txt,245
ArtGallery_url.txt,1
Painting_thumbnailUrl.txt,132
Painting_currency.txt,8
Painting_contentURL.txt,33
Painting_image.txt,736
Person_name.txt,117
Painting_url.txt,89
Painting_name.txt,859
Painting_author.txt,522
Painting_URL.txt,1
Painting_publisher.txt,3
Offer_price.txt,146
ArtGallery_telephone.txt,1
Person_url.txt,7
Review_thumbnailUrl.txt,8


orgCanal
TRAIN
ImageObject_name.txt,29
Canal_name.txt,108
Canal_additionalType.txt,60
PostalAddress_addressRegion.txt,8
ImageObject_url.txt,29
Canal_URL.txt,78
Canal_contentURL.txt,3
Canal_url.txt,16
Canal_image.txt,73
Canal_photos.txt,7
Canal_description.txt,74
ImageObject_contentURL.txt,29
PostalAddress_addressCountry.txt,13
PostalAddress_addressLocality.txt,11
orgCanal
TEST
ImageObject_name.txt,10
Canal_name.txt,42
Canal_additionalType.txt,8
PostalAddress_addressRegion.txt,1
ImageObject_url.txt,10
Canal_URL.txt,37
Canal_url.txt,2
Canal_image.txt,31
Canal_photos.txt,3
Canal_description.txt,32
ImageObject_contentURL.txt,10
PostalAddress_addressCountry.txt,2
PostalAddress_addressLocality.txt,1
